"pat","EREG_mRNAsi"
"TCGA.D8.A1XA.01A",0.487631306047512
"TCGA.D8.A1XB.01A",0.625140743493342
"TCGA.D8.A1XC.01A",0.594828180432084
"TCGA.D8.A1XD.01A",0.594584519471541
"TCGA.D8.A1XF.01A",0.595972440338181
"TCGA.D8.A1XG.01A",0.519176493152485
"TCGA.D8.A1XJ.01A",0.815440751434244
"TCGA.D8.A1XK.01A",0.715407854132434
"TCGA.D8.A1XL.01A",0.777082108053499
"TCGA.D8.A1XM.01A",0.769136613652509
"TCGA.D8.A1XO.01A",0.650318946268985
"TCGA.D8.A1XQ.01A",0.76214453565869
"TCGA.D8.A1XR.01A",0.573966589466676
"TCGA.D8.A1XS.01A",0.558423826851131
"TCGA.D8.A1XT.01A",0.750014220484435
"TCGA.D8.A1XU.01A",0.579524035523487
"TCGA.D8.A1XV.01A",0.632399659780819
"TCGA.D8.A1XW.01A",0.68656519618331
"TCGA.D8.A1XY.01A",0.715660153078211
"TCGA.D8.A1XZ.01A",0.711764489853597
"TCGA.D8.A1Y0.01A",0.615420801506959
"TCGA.D8.A1Y1.01A",0.764314185005072
"TCGA.D8.A1Y2.01A",0.80017536474378
"TCGA.D8.A1Y3.01A",0.794941506218016
"TCGA.D8.A27E.01A",0.699828960290349
"TCGA.D8.A27F.01A",0.701299074509465
"TCGA.D8.A27G.01A",0.681500849887896
"TCGA.D8.A27H.01A",0.800331432431475
"TCGA.D8.A27I.01A",0.709981768815918
"TCGA.D8.A27K.01A",0.533450289194012
"TCGA.D8.A27L.01A",0.750038336419175
"TCGA.D8.A27M.01A",0.797377916313932
"TCGA.D8.A27N.01A",0.873920925508865
"TCGA.D8.A27P.01A",0.498831674770583
"TCGA.D8.A27R.01A",0.660422452890615
"TCGA.D8.A27T.01A",0.667031289043854
"TCGA.D8.A27V.01A",0.785898005859863
"TCGA.D8.A27W.01A",0.77608354593845
"TCGA.D8.A3Z5.01A",0.65875952342801
"TCGA.D8.A3Z6.01A",0.570760477561494
"TCGA.D8.A4Z1.01A",0.570578291332488
"TCGA.D8.A73U.01A",0.407793521201482
"TCGA.D8.A73W.01A",0.43712034204711
"TCGA.D8.A73X.01A",0.64806300240114
"TCGA.E2.A105.01A",0.570856941300455
"TCGA.E2.A107.01A",0.537150696989048
"TCGA.E2.A108.01A",0.738617730648086
"TCGA.E2.A109.01A",0.7301056376503
"TCGA.E2.A10B.01A",0.662230087885138
"TCGA.E2.A10C.01A",0.743212684169383
"TCGA.E2.A10E.01A",0.62206595337157
"TCGA.E2.A10F.01A",0.607754321452762
"TCGA.E2.A14N.01A",0.859921026236873
"TCGA.E2.A14U.01A",0.574207749476227
"TCGA.E2.A15I.01A",0.434021435924383
"TCGA.E2.A15J.01A",0.583299481836289
"TCGA.E2.A15K.01A",0.551564193508399
"TCGA.E2.A1AZ.01A",0.665437524818831
"TCGA.E2.A1B0.01A",0.935199852189417
"TCGA.E2.A1B1.01A",0.850685642425669
"TCGA.E2.A1B4.01A",0.493973814298697
"TCGA.E2.A1B5.01A",0.733723037793561
"TCGA.E2.A1B6.01A",0.623984345532829
"TCGA.E2.A1BC.01A",0.771776558708421
"TCGA.E2.A1BD.01A",0.532416141324783
